id,学科,知识点,置信度,问题描述,定义原文,详解原文,修正后定义,验收结果
WL_G1_B1_XHZL_016,物理,力的分解方法,74,example 题干不完整：'10N力沿竖直方向分解'缺角度条件，解析'看夹角求'空泛（例子题干缺条件、解析未给出具体求法）,一个力可按需沿两个方向分解为分力，分解不是唯一。,力的分解是合成的逆运算，把一个力按某个平行四边形拆成两个分力。由于给定了合力却没有指定另一条对角线和邻边的方向，一个力可以有无数组分解方式，所以分解要根据实际需要选取方向才唯一。最常见的做法是按力的作用效果来分解，或者用正交分解法分解到互相垂直的两个方向上。你分力时要注意，分力不是新出现的力，只是对原力效果的另一种表示，受力分析不能把分力和原力都画上去。,,
WL_G1_B1_YDMS_006,物理,平均速度与平均速率,74,explanation 有套话：'区分这两个概念是本章高频考点'属填充性表述（解释以'本章高频考点'开场，属套话）,平均速度等于位移与对应时间之比(矢量)，平均速率等于路程与时间之比(标量)。,区分这两个概念是本章高频考点。平均速度用总位移除以总时间，方向与位移方向一致；平均速率用总路程除以总时间，没有方向。只有在单向直线运动中两者大小才相等。你常犯的错是把往返或曲线运动中的平均速率当成平均速度，或直接把前后两段速度取算术平均得到错误的平均速度。记住平均速度只看初末位移，不看中间怎么走。,,
WL_G1_B2_WYYL_008,物理,天体表面重力加速度,74,explanation 有套话：'这是高考常考模型'属填充性表述（解释以'高考常考模型'结尾，属套话）,天体表面的重力加速度由该天体质量与半径决定，可用万有引力求出。,如果你站在某颗天体（例如火星）表面，你的重力mg近似等于天体对你的万有引力GMm除以R方，从而得到该天体表面的重力加速度g等于GM除以R方。可见g由天体自身的质量M和半径R决定，与观察者自身的质量无关。同一个物体在质量大、半径小的天体上会显得更重。你要是知道地球与火星的M、R之比，就能快速算出火星表面重力加速度与地球之比，这是高考常考模型。,,
DL_ZT_G1_B1_ZRYS_004,地理,地质作用与地貌,75,prerequisites 硬凑：前置引用为大气受热过程（大气圈），与本条地质作用与地貌（岩石圈）领域完全不同（前置知识点跨圈层引用明显不相关）,内力作用使地表高低不平，外力作用使地表趋于平坦，共同塑造地表形态。,地质作用你分内外力记：内力作用来自地球内部，包括地壳运动、岩浆活动和变质作用，形成高山、盆地、火山；外力作用来自太阳能和重力，包括风化、侵蚀、搬运、堆积，如流水侵蚀形成峡谷、风力堆积形成沙丘。答题常考内外力作用与地貌形态的对应。,,
LS_G1_B1_XSD_001,历史,中国特色社会主义新时代,75,typical_errors “把新时代开始的标志误写成中共十九大，忽略是中共十八大”有误：统编教材表述为十九大（2017年）指出“中国特色社会主义进入新时代”，宣告/标志是十九大而非十八大（对“进入新时代”标志的会议归属判断与统编教材表述相悖）,中共十八大后中国特色社会主义进入新时代，我国发展站到新的历史方位。,2012年中共十八大以来，以习近平同志为核心的党中央团结带领全国各族人民，推动党和国家事业取得历史性成就、发生历史性变革，中国特色社会主义进入新时代。你要理解“新时代”的判断依据：我国社会主要矛盾已经转化为人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾。答题常考“新时代”的提出时间、历史方位判断和主要矛盾的变化，这三点是掌握本单元的逻辑起点。,,
SW_G1_B1_ZJXB_011,生物,细胞的多样性与统一性,75,typical_errors 空泛：'只答概念不举实例'偏答题技巧套话（典型错误偏答题技巧而非具体知识错误）,不同生物细胞形态结构各异体现多样性，都有细胞膜、细胞质、核糖体等体现统一性。,细胞既有多样性又有统一性。多样性表现在：不同生物、不同组织的细胞形态、大小、功能各不相同，如神经细胞有突起、红细胞呈圆饼状。统一性表现在：真核细胞和原核细胞都具有细胞膜、细胞质、核糖体等结构，都以DNA作为遗传物质。你答这类题要举出具体的相同点与不同点，只说“有差异又有共性”太笼统，得分点在列举实例上。,,
WL_G1_B1_YDHL_019,物理,物理学史的牛顿定律建立,75,explanation 有套话：'考试常考理想斜面实验的推理过程和相关科学家的贡献对应关系'属填充性表述（解释末尾'考试常考…'为套话模板句）,牛顿定律建立在伽利略、笛卡尔等前人研究基础上。,牛顿第一定律不是牛顿凭空想出来的，它建立在伽利略对理想斜面实验的推理之上，伽利略提出力不是维持运动原因的观点，笛卡尔补充了运动不变量思想，牛顿把它们总结成定律。你理解这段历史，就能更清楚惯性定律的本质来源，也明白为什么它不能用实验直接证明而要依靠理想推理。考试常考理想斜面实验的推理过程和相关科学家的贡献对应关系。,,
WL_G1_B6_QTYT_015,物理,液体的表面张力,75,"explanation 表述不清（表面张力方向描述绕口，且句末全角句号）（方向描述""沿表面切面，垂直作用于分界线""绕口，句末有全角句号残留）",液体表面层分子稀疏而产生使液面收缩的力叫表面张力。,表面张力源于液体表面层分子间距较大，分子间表现为引力，使液体表面具有收缩到最小面积的趋势。你观察到的现象：露珠呈球形、小昆虫在水面站立、吹出的肥皂泡、水面的针能浮起，都可用表面张力解释。表面张力方向沿液体表面切面，垂直作用于液面的分界线上。答题时你用分子间距大、引力为主解释收缩趋势，举露珠球形等实例判断表面张力．,,
LS_G1_B1_KZ_012,历史,战略反攻与三大战役,76,explanation “你学生会消化辽沈、淮海、平津三大战役”语句不通，疑为“你要理解/掌握”；explanation “先有反攻的安徽方向挺进”表述不准，大别山位于鄂豫皖交界，并非“安徽方向”；typical_errors “挺进大别山批下时间”中“批下”为错字，应为“的时间”（explanation 多处语病且地理位置表述不准确）,1947年战略反攻开始，辽沈淮海平津三大战役基本消灭国民党主力。,1947年刘邓大军挺进大别山，揭开战略进攻的序幕，此为核心转折。随后1948年9月到1949年初，你学生会消化辽沈、淮海、平津三大战役，共歼敌上百万，基本消灭国民党军队主力，国民党统治已面临覆灭。这三场战役各有重点，可结合地图与作战特点快速记忆。掌握这条线时不要把战略反攻与三大战役的时间顺序搞反，先有反攻的安徽方向挺进，才有三大战役的决胜之战。,,
YY_WY_G1_B1_U2_012,英语,识别语言中的词义多变,76,example 题干“course 有时指课程有时表当然”不是完整例句而是说明文字；typical_errors 第3条表述含混（example 题干不完整且 typical_errors 表述含糊）,识别英语中一词多义并依据语境选择正确含义的能力。,你读文章时常发现一个词在不同的句子含义不同，比如 course 可指课程，也指当然 of course 中的语气词。这要求你细读上下文来判断该词此处想表达的意思。做词义判断题时，先把该词在句中带进去通读，看哪种含义让句子通顺。积累一词多义能大幅提升你的阅读速度。,,
YY_WY_G1_B3_U3_011,英语,非谓语与被动语态结合,76,explanation 中“可bedone作定语name或状语”混入乱码“name”，语句不通（explanation 含乱码错词）,现在分词being加过去分词或不定式被动，表达被动进行的结构。,当被动还伴随进行或做成分功能时，你要用非谓语的被动形式。正在进行用being加过去分词，如Thehouseistobeingreviewed；表将来或目的用tobepublished这类不定式被动。此外还可用bedone作定语name或状语强调整体的被动。你区分主动非谓语与被动的形态差异，清晰度至关重要。,,
YY_WY_G1_B3_U5_008,英语,挑战与克服困难词汇,76,typical_errors 第1条“把determination误写成determined，词性混淆”表述不清（determined 并非 determination 的拼写错误）（typical_errors 表述含糊）,表达面对挑战、克服障碍与坚定意志的重要动词和名词。,讲述冒险经历的困难时你用overcome克服、challenge挑战、perseverance毅力、determination决心、desperate绝望、obstacles障碍这些词。先从要不要放弃的困惑写起，再写如何鼓起勇气坚持坚持到底。使用determination后接介词to do的形式，能清晰表达坚决做某事的决心。,,
YY_WY_G1_B5_U3_008,英语,数字智能技术词汇,76,typical_errors 第1条“把smartphone漏掉拼接为smartphoneer”表述不清（typical_errors 表述含糊）,描述人工智能、智能手机与智能设备应用的常用名词与动词。,智能生活离不开smartphone智能手机、AI人工智能、device设备、connect连接、automate自动化、intelligently智能地这些词。表达智能设备自动化用automate tasks，说明随身携带用carry a smartphone。你把这些融入科技话题，能更具体描述生活中智能技术的方方面面。,,
